id;bc;G_f_type;G_f_start;G_f_stop;G_f_init;G_f_final;eta_f_type;eta_f_start;eta_f_stop;eta_f_init;eta_f_final
BoilerNoise-bc2-s1-020;2;2;27;672;0;0.146337512;0;0;0;0;0
BoilerNoise-bc2-s1-021;2;1;535;672;0;0.407564587;0;0;0;0;0
BoilerNoise-bc2-s1-022;2;2;238;672;0;0.553515015;0;0;0;0;0
BoilerNoise-bc2-s1-023;2;2;515;672;0;0.187557403;0;0;0;0;0
BoilerNoise-bc2-s1-024;2;2;559;672;0;0.179542413;0;0;0;0;0
BoilerNoise-bc2-s1-025;2;1;80;672;0;0.375460476;0;0;0;0;0
BoilerNoise-bc2-s1-026;2;1;332;672;0;0.281101146;0;0;0;0;0
BoilerNoise-bc2-s1-027;2;2;517;672;0;0.227014673;0;0;0;0;0
BoilerNoise-bc2-s1-028;2;1;263;672;0;0.665963537;0;0;0;0;0
BoilerNoise-bc2-s1-029;2;1;495;672;0;0.011373851;0;0;0;0;0
BoilerNoise-bc2-s1-030;2;2;335;672;0;0.054460018;0;0;0;0;0
BoilerNoise-bc2-s1-031;2;2;186;672;0;0.416158505;0;0;0;0;0
BoilerNoise-bc2-s1-032;2;2;260;672;0;0.157139042;0;0;0;0;0
BoilerNoise-bc2-s1-033;2;2;359;672;0;0.029166942;0;0;0;0;0
BoilerNoise-bc2-s1-034;2;2;531;672;0;0.33530991;0;0;0;0;0
BoilerNoise-bc2-s1-035;2;2;241;672;0;0.170815808;0;0;0;0;0
BoilerNoise-bc2-s1-036;2;2;456;672;0;0.179716274;0;0;0;0;0
BoilerNoise-bc2-s1-037;2;1;454;672;0;0.384979736;0;0;0;0;0
BoilerNoise-bc2-s1-038;2;2;642;672;0;0.229848024;0;0;0;0;0
BoilerNoise-bc2-s1-039;2;2;644;672;0;0.483123319;0;0;0;0;0
BoilerNoise-bc2-s1-040;2;2;48;672;0;0.06567389;0;0;0;0;0
BoilerNoise-bc2-s1-041;2;2;351;672;0;0.031406153;0;0;0;0;0
BoilerNoise-bc2-s1-042;2;1;546;672;0;0.620948803;0;0;0;0;0
BoilerNoise-bc2-s1-043;2;1;270;672;0;0.172284414;0;0;0;0;0
BoilerNoise-bc2-s1-044;2;1;492;672;0;0.339697211;0;0;0;0;0
BoilerNoise-bc2-s1-045;2;1;421;672;0;0.138018607;0;0;0;0;0
BoilerNoise-bc2-s1-046;2;1;450;672;0;0.193635053;0;0;0;0;0
BoilerNoise-bc2-s1-047;2;1;505;672;0;0.847326225;0;0;0;0;0
BoilerNoise-bc2-s1-048;2;2;339;672;0;0.122812037;0;0;0;0;0
BoilerNoise-bc2-s1-049;2;1;571;672;0;0.078897225;0;0;0;0;0
BoilerNoise-bc2-s1-050;2;2;228;672;0;0.451478955;0;0;0;0;0
BoilerNoise-bc2-s1-051;2;1;648;672;0;0.110634799;0;0;0;0;0
BoilerNoise-bc2-s1-052;2;1;355;672;0;0.014678653;0;0;0;0;0
BoilerNoise-bc2-s1-053;2;1;37;672;0;0.120089824;0;0;0;0;0
BoilerNoise-bc2-s1-054;2;2;293;672;0;0.461047698;0;0;0;0;0
BoilerNoise-bc2-s1-055;2;2;214;672;0;0.337328999;0;0;0;0;0
BoilerNoise-bc2-s1-056;2;1;350;672;0;0.122146434;0;0;0;0;0
BoilerNoise-bc2-s1-057;2;1;321;672;0;0.441664315;0;0;0;0;0
BoilerNoise-bc2-s1-058;2;2;434;672;0;0.440657908;0;0;0;0;0
BoilerNoise-bc2-s1-059;2;2;574;672;0;0.363421735;0;0;0;0;0
BoilerNoise-bc2-s1-060;2;1;31;672;0;0.01519827;0;0;0;0;0
BoilerNoise-bc2-s1-061;2;2;262;672;0;0.284891608;0;0;0;0;0
BoilerNoise-bc2-s1-062;2;2;290;672;0;0.298313212;0;0;0;0;0
BoilerNoise-bc2-s1-063;2;2;311;672;0;0.350077047;0;0;0;0;0
BoilerNoise-bc2-s1-064;2;2;63;672;0;0.164782137;0;0;0;0;0
BoilerNoise-bc2-s1-065;2;2;29;672;0;0.273182455;0;0;0;0;0
BoilerNoise-bc2-s1-066;2;2;5;672;0;0.946913115;0;0;0;0;0
BoilerNoise-bc2-s1-067;2;2;657;672;0;0.613438312;0;0;0;0;0
BoilerNoise-bc2-s1-068;2;2;638;672;0;0.482638881;0;0;0;0;0
BoilerNoise-bc2-s1-069;2;1;525;672;0;0.254307527;0;0;0;0;0
BoilerNoise-bc2-s1-070;2;1;448;672;0;0.511796556;0;0;0;0;0
BoilerNoise-bc2-s1-071;2;2;19;672;0;0.231841401;0;0;0;0;0
BoilerNoise-bc2-s1-072;2;2;166;672;0;0.020639041;0;0;0;0;0
BoilerNoise-bc2-s1-073;2;1;518;672;0;0.261070489;0;0;0;0;0
BoilerNoise-bc2-s1-074;2;1;469;672;0;0.201916765;0;0;0;0;0
BoilerNoise-bc2-s1-075;2;1;463;672;0;0.175995299;0;0;0;0;0
BoilerNoise-bc2-s1-076;2;2;54;672;0;0.024512426;0;0;0;0;0
BoilerNoise-bc2-s1-077;2;1;524;672;0;0.223630419;0;0;0;0;0
BoilerNoise-bc2-s1-078;2;1;138;672;0;0.115590565;0;0;0;0;0
BoilerNoise-bc2-s1-079;2;2;267;672;0;0.267254935;0;0;0;0;0
BoilerNoise-bc2-s1-080;2;2;556;672;0;0.226005035;0;0;0;0;0
BoilerNoise-bc2-s1-081;2;2;290;672;0;0.034176047;0;0;0;0;0
BoilerNoise-bc2-s1-082;2;2;233;672;0;0.161129061;0;0;0;0;0
BoilerNoise-bc2-s1-083;2;2;171;672;0;0.050766099;0;0;0;0;0
BoilerNoise-bc2-s1-084;2;2;640;672;0;0.462876556;0;0;0;0;0
BoilerNoise-bc2-s1-085;2;1;302;672;0;0.07534957;0;0;0;0;0
BoilerNoise-bc2-s1-086;2;2;172;672;0;0.356647108;0;0;0;0;0
BoilerNoise-bc2-s1-087;2;1;615;672;0;0.059716517;0;0;0;0;0
BoilerNoise-bc2-s1-088;2;2;517;672;0;0.019778883;0;0;0;0;0
BoilerNoise-bc2-s1-089;2;1;253;672;0;0.41591141;0;0;0;0;0
BoilerNoise-bc2-s1-090;2;2;204;672;0;0.310211649;0;0;0;0;0
BoilerNoise-bc2-s1-091;2;2;405;672;0;0.329911788;0;0;0;0;0
BoilerNoise-bc2-s1-092;2;2;451;672;0;0.172876946;0;0;0;0;0
BoilerNoise-bc2-s1-093;2;2;368;672;0;0.560847321;0;0;0;0;0
BoilerNoise-bc2-s1-094;2;2;417;672;0;0.634958245;0;0;0;0;0
BoilerNoise-bc2-s1-095;2;1;48;672;0;0.387638844;0;0;0;0;0
BoilerNoise-bc2-s1-096;2;1;297;672;0;0.286139375;0;0;0;0;0
BoilerNoise-bc2-s1-097;2;2;223;672;0;0.355983582;0;0;0;0;0
BoilerNoise-bc2-s1-098;2;1;260;672;0;0.203841286;0;0;0;0;0
BoilerNoise-bc2-s1-099;2;1;363;672;0;0.272862563;0;0;0;0;0
BoilerNoise-bc2-s1-100;2;2;306;672;0;0.527734956;0;0;0;0;0
BoilerNoise-bc2-s2-000;2;0;0;0;0;0;1;318;672;0;0.320488944
BoilerNoise-bc2-s2-001;2;0;0;0;0;0;1;119;672;0;0.033011288
BoilerNoise-bc2-s2-002;2;0;0;0;0;0;1;524;672;0;0.028485094
BoilerNoise-bc2-s2-003;2;0;0;0;0;0;2;493;672;0;0.063562025
BoilerNoise-bc2-s2-004;2;0;0;0;0;0;1;378;672;0;0.015980789
BoilerNoise-bc2-s2-005;2;0;0;0;0;0;1;406;672;0;0.33813219
BoilerNoise-bc2-s2-006;2;0;0;0;0;0;2;601;672;0;0.225590917
BoilerNoise-bc2-s2-007;2;0;0;0;0;0;2;400;672;0;0.309174814
BoilerNoise-bc2-s2-008;2;0;0;0;0;0;1;3;672;0;0.207916598
BoilerNoise-bc2-s2-009;2;0;0;0;0;0;1;376;672;0;0.399973851
BoilerNoise-bc2-s2-010;2;0;0;0;0;0;2;45;672;0;0.152473481
BoilerNoise-bc2-s2-011;2;0;0;0;0;0;1;459;672;0;0.069046175
BoilerNoise-bc2-s2-012;2;0;0;0;0;0;1;362;672;0;0.639882417
BoilerNoise-bc2-s2-013;2;0;0;0;0;0;1;269;672;0;0.372329434
BoilerNoise-bc2-s2-014;2;0;0;0;0;0;1;207;672;0;0.084009489
BoilerNoise-bc2-s2-015;2;0;0;0;0;0;2;424;672;0;0.28468333
BoilerNoise-bc2-s2-016;2;0;0;0;0;0;1;482;672;0;0.098753606
BoilerNoise-bc2-s2-017;2;0;0;0;0;0;2;294;672;0;0.064010308
BoilerNoise-bc2-s2-018;2;0;0;0;0;0;1;622;672;0;0.194681242
BoilerNoise-bc2-s2-019;2;0;0;0;0;0;1;73;672;0;0.527529296
BoilerNoise-bc2-s2-020;2;0;0;0;0;0;2;433;672;0;0.257392006
BoilerNoise-bc2-s2-021;2;0;0;0;0;0;2;375;672;0;0.642917084
BoilerNoise-bc2-s2-022;2;0;0;0;0;0;2;660;672;0;0.457916509
BoilerNoise-bc2-s2-023;2;0;0;0;0;0;2;436;672;0;0.12053722
BoilerNoise-bc2-s2-024;2;0;0;0;0;0;2;244;672;0;0.170918675
BoilerNoise-bc2-s2-025;2;0;0;0;0;0;1;632;672;0;0.281917455
BoilerNoise-bc2-s2-026;2;0;0;0;0;0;2;447;672;0;0.08336137
BoilerNoise-bc2-s2-027;2;0;0;0;0;0;1;175;672;0;0.461834487
BoilerNoise-bc2-s2-028;2;0;0;0;0;0;1;145;672;0;0.021604545
BoilerNoise-bc2-s2-029;2;0;0;0;0;0;1;222;672;0;0.03547421
BoilerNoise-bc2-s2-030;2;0;0;0;0;0;2;522;672;0;0.171393106
BoilerNoise-bc2-s2-031;2;0;0;0;0;0;2;172;672;0;0.055356452
BoilerNoise-bc2-s2-032;2;0;0;0;0;0;1;90;672;0;0.009994602
BoilerNoise-bc2-s2-033;2;0;0;0;0;0;1;94;672;0;0.131942177
BoilerNoise-bc2-s2-034;2;0;0;0;0;0;2;277;672;0;0.207090863
BoilerNoise-bc2-s2-035;2;0;0;0;0;0;1;431;672;0;0.032680087
BoilerNoise-bc2-s2-036;2;0;0;0;0;0;2;643;672;0;0.590134381
BoilerNoise-bc2-s2-037;2;0;0;0;0;0;2;361;672;0;5.67E-05
BoilerNoise-bc2-s2-038;2;0;0;0;0;0;2;404;672;0;0.369208051
BoilerNoise-bc2-s2-039;2;0;0;0;0;0;1;52;672;0;0.056395791
BoilerNoise-bc2-s2-040;2;0;0;0;0;0;1;238;672;0;0.039307244
BoilerNoise-bc2-s2-041;2;0;0;0;0;0;2;622;672;0;0.120835991
BoilerNoise-bc2-s2-042;2;0;0;0;0;0;1;170;672;0;0.007584137
BoilerNoise-bc2-s2-043;2;0;0;0;0;0;1;301;672;0;0.259998096
BoilerNoise-bc2-s2-044;2;0;0;0;0;0;2;236;672;0;0.09472008
BoilerNoise-bc2-s2-045;2;0;0;0;0;0;1;160;672;0;0.08321933
BoilerNoise-bc2-s2-046;2;0;0;0;0;0;2;323;672;0;0.12329216
BoilerNoise-bc2-s2-047;2;0;0;0;0;0;2;226;672;0;0.46333645
BoilerNoise-bc2-s2-048;2;0;0;0;0;0;2;134;672;0;0.460150676
BoilerNoise-bc2-s2-049;2;0;0;0;0;0;2;471;672;0;0.535285451
BoilerNoise-bc2-s2-050;2;0;0;0;0;0;1;110;672;0;0.413263303
BoilerNoise-bc2-s2-051;2;0;0;0;0;0;2;545;672;0;0.032267691
BoilerNoise-bc2-s2-052;2;0;0;0;0;0;2;38;672;0;0.083916569
BoilerNoise-bc2-s2-053;2;0;0;0;0;0;2;321;672;0;0.503345903
BoilerNoise-bc2-s2-054;2;0;0;0;0;0;1;42;672;0;0.233662969
BoilerNoise-bc2-s2-055;2;0;0;0;0;0;2;150;672;0;0.221960275
BoilerNoise-bc2-s2-056;2;0;0;0;0;0;1;666;672;0;0.195276334
BoilerNoise-bc2-s2-057;2;0;0;0;0;0;2;224;672;0;0.059370859
BoilerNoise-bc2-s2-058;2;0;0;0;0;0;2;121;672;0;0.136276112
BoilerNoise-bc2-s2-059;2;0;0;0;0;0;2;261;672;0;0.540163691
BoilerNoise-bc2-s2-060;2;0;0;0;0;0;2;209;672;0;0.172591109
BoilerNoise-bc2-s2-061;2;0;0;0;0;0;2;1;672;0;0.175065145
BoilerNoise-bc2-s2-062;2;0;0;0;0;0;1;379;672;0;0.332338673
BoilerNoise-bc2-s2-063;2;0;0;0;0;0;1;625;672;0;0.043194229
BoilerNoise-bc2-s2-064;2;0;0;0;0;0;2;313;672;0;0.528391929
BoilerNoise-bc2-s2-065;2;0;0;0;0;0;1;229;672;0;0.232567939
BoilerNoise-bc2-s2-066;2;0;0;0;0;0;1;248;672;0;0.334237086
BoilerNoise-bc2-s2-067;2;0;0;0;0;0;1;14;672;0;0.002156429
BoilerNoise-bc2-s2-068;2;0;0;0;0;0;2;453;672;0;0.058541761
BoilerNoise-bc2-s2-069;2;0;0;0;0;0;1;279;672;0;0.113870899
BoilerNoise-bc2-s2-070;2;0;0;0;0;0;1;531;672;0;0.473282422
BoilerNoise-bc2-s2-071;2;0;0;0;0;0;2;259;672;0;0.265299002
BoilerNoise-bc2-s2-072;2;0;0;0;0;0;1;525;672;0;0.242220392
BoilerNoise-bc2-s2-073;2;0;0;0;0;0;1;43;672;0;0.058869548
BoilerNoise-bc2-s2-074;2;0;0;0;0;0;2;507;672;0;0.18951561
BoilerNoise-bc2-s2-075;2;0;0;0;0;0;1;33;672;0;0.292834039
BoilerNoise-bc2-s2-076;2;0;0;0;0;0;2;404;672;0;0.26504228
BoilerNoise-bc2-s2-077;2;0;0;0;0;0;1;7;672;0;0.371715221
BoilerNoise-bc2-s2-078;2;0;0;0;0;0;2;283;672;0;0.072599217
BoilerNoise-bc2-s2-079;2;0;0;0;0;0;1;261;672;0;0.149759825
BoilerNoise-bc2-s2-080;2;0;0;0;0;0;2;653;672;0;0.277685185
BoilerNoise-bc2-s2-081;2;0;0;0;0;0;1;111;672;0;0.098655488
BoilerNoise-bc2-s2-082;2;0;0;0;0;0;2;289;672;0;0.709865178
BoilerNoise-bc2-s2-083;2;0;0;0;0;0;1;116;672;0;0.806109652
BoilerNoise-bc2-s2-084;2;0;0;0;0;0;2;386;672;0;0.182127382
BoilerNoise-bc2-s2-085;2;0;0;0;0;0;1;535;672;0;0.024192555
BoilerNoise-bc2-s2-086;2;0;0;0;0;0;2;121;672;0;0.080413866
BoilerNoise-bc2-s2-087;2;0;0;0;0;0;1;581;672;0;0.292834894
BoilerNoise-bc2-s2-088;2;0;0;0;0;0;2;192;672;0;0.029247175
BoilerNoise-bc2-s2-089;2;0;0;0;0;0;1;516;672;0;0.514698935
BoilerNoise-bc2-s2-090;2;0;0;0;0;0;2;195;672;0;0.051187778
BoilerNoise-bc2-s2-091;2;0;0;0;0;0;1;589;672;0;0.421337118
BoilerNoise-bc2-s2-092;2;0;0;0;0;0;2;371;672;0;0.397943176
BoilerNoise-bc2-s2-093;2;0;0;0;0;0;2;143;672;0;0.055036543
BoilerNoise-bc2-s2-094;2;0;0;0;0;0;1;254;672;0;0.489213114
BoilerNoise-bc2-s2-095;2;0;0;0;0;0;1;628;672;0;0.160448878
BoilerNoise-bc2-s2-096;2;0;0;0;0;0;2;272;672;0;0.346323958
BoilerNoise-bc2-s2-097;2;0;0;0;0;0;1;92;672;0;0.049645319
BoilerNoise-bc2-s2-098;2;0;0;0;0;0;1;172;672;0;0.383776134
BoilerNoise-bc2-s2-099;2;0;0;0;0;0;1;450;672;0;0.508276606
BoilerNoise-bc2-s2-100;2;0;0;0;0;0;1;403;672;0;0.100635683
BoilerNoise-bc2-s3-000;2;2;74;672;0;0.299502662;2;74;672;0;0.299502662
BoilerNoise-bc2-s3-001;2;2;460;672;0;0.0599267;2;460;672;0;0.0599267
BoilerNoise-bc2-s3-002;2;1;534;672;0;0.262828558;1;534;672;0;0.262828558
BoilerNoise-bc2-s3-003;2;2;596;672;0;0.152980081;2;596;672;0;0.152980081
BoilerNoise-bc2-s3-004;2;1;384;672;0;0.327132673;1;384;672;0;0.327132673
BoilerNoise-bc2-s3-005;2;1;170;672;0;0.06102915;1;170;672;0;0.06102915
BoilerNoise-bc2-s3-006;2;1;297;672;0;0.166691386;1;297;672;0;0.166691386
BoilerNoise-bc2-s3-007;2;1;243;672;0;0.115503399;1;243;672;0;0.115503399
BoilerNoise-bc2-s3-008;2;1;553;672;0;0.607985586;1;553;672;0;0.607985586
BoilerNoise-bc2-s3-009;2;1;203;672;0;0.140333404;1;203;672;0;0.140333404
BoilerNoise-bc2-s3-010;2;2;337;672;0;0.116341531;2;337;672;0;0.116341531
BoilerNoise-bc2-s3-011;2;1;78;672;0;0.187544495;1;78;672;0;0.187544495
BoilerNoise-bc2-s3-012;2;2;14;672;0;0.032594404;2;14;672;0;0.032594404
BoilerNoise-bc2-s3-013;2;1;219;672;0;0.111434463;1;219;672;0;0.111434463
BoilerNoise-bc2-s3-014;2;2;78;672;0;0.011074227;2;78;672;0;0.011074227
BoilerNoise-bc2-s3-015;2;1;262;672;0;0.378072447;1;262;672;0;0.378072447
BoilerNoise-bc2-s3-016;2;1;360;672;0;0.240597482;1;360;672;0;0.240597482
BoilerNoise-bc2-s3-017;2;1;133;672;0;0.332934938;1;133;672;0;0.332934938
BoilerNoise-bc2-s3-018;2;1;594;672;0;0.157764901;1;594;672;0;0.157764901
BoilerNoise-bc2-s3-019;2;2;60;672;0;0.061441361;2;60;672;0;0.061441361
BoilerNoise-bc2-s3-020;2;1;0;672;0;0.40101549;1;0;672;0;0.40101549
BoilerNoise-bc2-s3-021;2;1;398;672;0;0.102658738;1;398;672;0;0.102658738
BoilerNoise-bc2-s3-022;2;1;434;672;0;0.413566456;1;434;672;0;0.413566456
BoilerNoise-bc2-s3-023;2;2;272;672;0;0.28465026;2;272;672;0;0.28465026
BoilerNoise-bc2-s3-024;2;1;366;672;0;0.047638475;1;366;672;0;0.047638475
BoilerNoise-bc2-s3-025;2;1;162;672;0;0.159155409;1;162;672;0;0.159155409
BoilerNoise-bc2-s3-026;2;1;252;672;0;0.033312819;1;252;672;0;0.033312819
BoilerNoise-bc2-s3-027;2;1;99;672;0;0.060509334;1;99;672;0;0.060509334
BoilerNoise-bc2-s3-028;2;1;497;672;0;0.462123615;1;497;672;0;0.462123615
BoilerNoise-bc2-s3-029;2;1;368;672;0;0.207113691;1;368;672;0;0.207113691
BoilerNoise-bc2-s3-030;2;1;563;672;0;0.424210049;1;563;672;0;0.424210049
BoilerNoise-bc2-s3-031;2;1;132;672;0;0.424889133;1;132;672;0;0.424889133
BoilerNoise-bc2-s3-032;2;1;0;672;0;0.072655755;1;0;672;0;0.072655755
BoilerNoise-bc2-s3-033;2;2;95;672;0;0.537222822;2;95;672;0;0.537222822
BoilerNoise-bc2-s3-034;2;2;203;672;0;0.447791084;2;203;672;0;0.447791084
BoilerNoise-bc2-s3-035;2;2;539;672;0;0.168702928;2;539;672;0;0.168702928
BoilerNoise-bc2-s3-036;2;2;360;672;0;0.012435174;2;360;672;0;0.012435174
BoilerNoise-bc2-s3-037;2;2;49;672;0;0.425363796;2;49;672;0;0.425363796
BoilerNoise-bc2-s3-038;2;1;236;672;0;0.034303361;1;236;672;0;0.034303361
BoilerNoise-bc2-s3-039;2;2;429;672;0;0.285657058;2;429;672;0;0.285657058
BoilerNoise-bc2-s3-040;2;2;197;672;0;0.199874632;2;197;672;0;0.199874632
BoilerNoise-bc2-s3-041;2;1;547;672;0;0.468609257;1;547;672;0;0.468609257
BoilerNoise-bc2-s3-042;2;2;177;672;0;0.500291651;2;177;672;0;0.500291651
BoilerNoise-bc2-s3-043;2;2;503;672;0;0.102655683;2;503;672;0;0.102655683
BoilerNoise-bc2-s3-044;2;2;494;672;0;0.209202145;2;494;672;0;0.209202145
BoilerNoise-bc2-s3-045;2;1;126;672;0;0.416928152;1;126;672;0;0.416928152
BoilerNoise-bc2-s3-046;2;2;221;672;0;0.073746461;2;221;672;0;0.073746461
BoilerNoise-bc2-s3-047;2;2;211;672;0;0.510881186;2;211;672;0;0.510881186
BoilerNoise-bc2-s3-048;2;1;618;672;0;0.239034335;1;618;672;0;0.239034335
BoilerNoise-bc2-s3-049;2;1;65;672;0;0.002977797;1;65;672;0;0.002977797
BoilerNoise-bc2-s3-050;2;2;490;672;0;0.184461353;2;490;672;0;0.184461353
BoilerNoise-bc2-s3-051;2;1;368;672;0;0.025982818;1;368;672;0;0.025982818
BoilerNoise-bc2-s3-052;2;1;90;672;0;0.236468842;1;90;672;0;0.236468842
BoilerNoise-bc2-s3-053;2;2;78;672;0;0.067731727;2;78;672;0;0.067731727
BoilerNoise-bc2-s3-054;2;1;513;672;0;0.098211806;1;513;672;0;0.098211806
BoilerNoise-bc2-s3-055;2;2;129;672;0;0.034833576;2;129;672;0;0.034833576
BoilerNoise-bc2-s3-056;2;1;260;672;0;0.386040582;1;260;672;0;0.386040582
BoilerNoise-bc2-s3-057;2;1;267;672;0;0.058953979;1;267;672;0;0.058953979
BoilerNoise-bc2-s3-058;2;1;514;672;0;0.054664683;1;514;672;0;0.054664683
BoilerNoise-bc2-s3-059;2;1;387;672;0;0.390873855;1;387;672;0;0.390873855
BoilerNoise-bc2-s3-060;2;1;240;672;0;0.050713801;1;240;672;0;0.050713801
BoilerNoise-bc2-s3-061;2;1;535;672;0;0.159132178;1;535;672;0;0.159132178
BoilerNoise-bc2-s3-062;2;2;122;672;0;0.225478097;2;122;672;0;0.225478097
BoilerNoise-bc2-s3-063;2;2;470;672;0;0.200827693;2;470;672;0;0.200827693
BoilerNoise-bc2-s3-064;2;1;423;672;0;0.2825697;1;423;672;0;0.2825697
BoilerNoise-bc2-s3-065;2;2;393;672;0;0.086956814;2;393;672;0;0.086956814
BoilerNoise-bc2-s3-066;2;1;176;672;0;0.14987745;1;176;672;0;0.14987745
BoilerNoise-bc2-s3-067;2;1;382;672;0;0.03490924;1;382;672;0;0.03490924
BoilerNoise-bc2-s3-068;2;2;123;672;0;0.179368758;2;123;672;0;0.179368758
BoilerNoise-bc2-s3-069;2;2;318;672;0;0.524457087;2;318;672;0;0.524457087
BoilerNoise-bc2-s3-070;2;1;29;672;0;0.197009463;1;29;672;0;0.197009463
BoilerNoise-bc2-s3-071;2;2;607;672;0;0.009348501;2;607;672;0;0.009348501
BoilerNoise-bc2-s3-072;2;1;639;672;0;0.293068789;1;639;672;0;0.293068789
BoilerNoise-bc2-s3-073;2;2;266;672;0;0.321592064;2;266;672;0;0.321592064
BoilerNoise-bc2-s3-074;2;2;293;672;0;0.201736461;2;293;672;0;0.201736461
BoilerNoise-bc2-s3-075;2;1;671;672;0;0.564793922;1;671;672;0;0.564793922
BoilerNoise-bc2-s3-076;2;1;189;672;0;0.348180467;1;189;672;0;0.348180467
BoilerNoise-bc2-s3-077;2;2;18;672;0;0.128536807;2;18;672;0;0.128536807
BoilerNoise-bc2-s3-078;2;2;204;672;0;0.40574252;2;204;672;0;0.40574252
BoilerNoise-bc2-s3-079;2;1;495;672;0;0.427622661;1;495;672;0;0.427622661
BoilerNoise-bc2-s3-080;2;1;429;672;0;0.165929507;1;429;672;0;0.165929507
BoilerNoise-bc2-s3-081;2;2;184;672;0;0.096974853;2;184;672;0;0.096974853
BoilerNoise-bc2-s3-082;2;1;308;672;0;0.16578549;1;308;672;0;0.16578549
BoilerNoise-bc2-s3-083;2;2;413;672;0;0.387426888;2;413;672;0;0.387426888
BoilerNoise-bc2-s3-084;2;2;147;672;0;0.106386;2;147;672;0;0.106386
BoilerNoise-bc2-s3-085;2;2;349;672;0;0.129895567;2;349;672;0;0.129895567
BoilerNoise-bc2-s3-086;2;2;469;672;0;0.201783633;2;469;672;0;0.201783633
BoilerNoise-bc2-s3-087;2;2;82;672;0;0.142177784;2;82;672;0;0.142177784
BoilerNoise-bc2-s3-088;2;2;548;672;0;0.335270875;2;548;672;0;0.335270875
BoilerNoise-bc2-s3-089;2;2;284;672;0;0.481530954;2;284;672;0;0.481530954
BoilerNoise-bc2-s3-090;2;2;159;672;0;0.370029163;2;159;672;0;0.370029163
BoilerNoise-bc2-s3-091;2;2;672;672;0;0.001017823;2;672;672;0;0.001017823
BoilerNoise-bc2-s3-092;2;1;248;672;0;0.309756855;1;248;672;0;0.309756855
BoilerNoise-bc2-s3-093;2;2;224;672;0;0.364135017;2;224;672;0;0.364135017
BoilerNoise-bc2-s3-094;2;1;122;672;0;0.23058405;1;122;672;0;0.23058405
BoilerNoise-bc2-s3-095;2;1;106;672;0;0.437006103;1;106;672;0;0.437006103
BoilerNoise-bc2-s3-096;2;2;247;672;0;0.095863981;2;247;672;0;0.095863981
BoilerNoise-bc2-s3-097;2;2;366;672;0;0.003401063;2;366;672;0;0.003401063
BoilerNoise-bc2-s3-098;2;2;165;672;0;0.413060519;2;165;672;0;0.413060519
BoilerNoise-bc2-s3-099;2;2;17;672;0;0.011026609;2;17;672;0;0.011026609
BoilerNoise-bc3-s0-000;3;0;0;0;0;0;0;0;0;0;0
BoilerNoise-bc3-s1-000;3;1;328;672;0;0.221053342;0;0;0;0;0
BoilerNoise-bc3-s1-001;3;1;431;672;0;0.040568875;0;0;0;0;0
BoilerNoise-bc3-s1-002;3;2;24;672;0;0.339863514;0;0;0;0;0
BoilerNoise-bc3-s1-003;3;2;389;672;0;0.154120126;0;0;0;0;0
BoilerNoise-bc3-s1-004;3;1;279;672;0;0.25351119;0;0;0;0;0
BoilerNoise-bc3-s1-005;3;2;207;672;0;0.259434938;0;0;0;0;0
BoilerNoise-bc3-s1-006;3;2;500;672;0;0.255878976;0;0;0;0;0
BoilerNoise-bc3-s1-007;3;1;187;672;0;0.030036449;0;0;0;0;0
BoilerNoise-bc3-s1-008;3;2;317;672;0;0.09987263;0;0;0;0;0
BoilerNoise-bc3-s1-009;3;1;667;672;0;0.02521307;0;0;0;0;0
BoilerNoise-bc3-s1-010;3;1;219;672;0;0.115421761;0;0;0;0;0
BoilerNoise-bc3-s1-011;3;1;79;672;0;0.020051899;0;0;0;0;0
BoilerNoise-bc3-s1-012;3;2;504;672;0;0.240716677;0;0;0;0;0
BoilerNoise-bc3-s1-013;3;1;201;672;0;0.118013367;0;0;0;0;0
BoilerNoise-bc3-s1-014;3;2;217;672;0;0.115619447;0;0;0;0;0
BoilerNoise-bc3-s1-015;3;2;610;672;0;0.183501034;0;0;0;0;0
BoilerNoise-bc3-s1-016;3;1;423;672;0;0.097608131;0;0;0;0;0
BoilerNoise-bc3-s1-017;3;2;356;672;0;0.373326233;0;0;0;0;0
BoilerNoise-bc3-s1-018;3;2;593;672;0;0.698682521;0;0;0;0;0
BoilerNoise-bc3-s1-019;3;2;88;672;0;0.19211381;0;0;0;0;0
BoilerNoise-bc3-s1-020;3;2;665;672;0;0.022520187;0;0;0;0;0
BoilerNoise-bc3-s1-021;3;1;75;672;0;0.046104905;0;0;0;0;0
BoilerNoise-bc3-s1-022;3;1;309;672;0;0.305634591;0;0;0;0;0
BoilerNoise-bc3-s1-023;3;1;179;672;0;0.345048804;0;0;0;0;0
BoilerNoise-bc3-s1-024;3;2;519;672;0;0.431325087;0;0;0;0;0
BoilerNoise-bc3-s1-025;3;2;249;672;0;0.080497237;0;0;0;0;0
BoilerNoise-bc3-s1-026;3;1;73;672;0;0.544434831;0;0;0;0;0
BoilerNoise-bc3-s1-027;3;1;266;672;0;0.214936623;0;0;0;0;0
BoilerNoise-bc3-s1-028;3;2;602;672;0;0.503334658;0;0;0;0;0
BoilerNoise-bc3-s1-029;3;1;526;672;0;0.19396773;0;0;0;0;0
BoilerNoise-bc3-s1-030;3;1;623;672;0;0.450451887;0;0;0;0;0
